ax,ay,az,gx,gy,gz,label
1.072021,-0.005615234,-0.03808594,0.3358779,1.549618,0.9541985,0,0
1.072021,-0.005615234,-0.02832031,0.2748091,1.664122,1.045802,0,1
1.072021,-0.005126953,-0.04321289,0.3206107,1.717557,1.10687,0,0
1.072021,0.004882813,-0.04052734,0.2824428,1.473282,1.0,0,0
1.072021,-0.004638672,-0.03857422,0.1221374,1.793893,1.137405,0,0
1.072021,-0.004150391,-0.05102539,0.3435115,1.580153,0.9465649,0,0
1.072021,-0.00390625,-0.02978516,0.2442748,1.694656,1.061069,0,0
1.072021,-0.003417969,-0.05615234,0.3358779,1.725191,1.129771,0,0
1.072021,-0.002197266,-0.04174805,0.2824428,1.793893,1.053435,0
1.072021,0.0004882813,-0.03540039,0.3206107,1.656489,1.091603,0,1
1.071777,-0.02734375,-0.04345703,0.2290076,1.732824,1.274809,0,0
1.071777,-0.01513672,-0.04418945,0.4045802,1.671756,1.045802,0
1.071777,-0.01293945,-0.03271484,0.2519084,1.694656,1.145038,0,0
1.071777,-0.01196289,-0.05664063,0.1450382,1.847328,0.9923664,0,0
1.071777,-0.01147461,-0.03076172,0.3358779,2.030534,0.9770992,0,0
1.071777,-0.01098633,-0.04248047,0.1679389,1.519084,1.007634,0,0
1.071777,-0.01098633,-0.03344727,0.2900764,1.496183,1.038168,0,0
1.071777,-0.009277344,-0.04614258,0.3129771,1.770992,1.145038,0
1.071777,-0.009033203,-0.03637695,0.2900764,1.625954,1.045802,0,0
1.071777,0.008300781,-0.05908203,0.4656488,1.793893,1.068702,0,0
1.071777,-0.008300781,-0.03710938,0.4503817,1.603053,1.122137,0,0
1.071777,-0.007080078,-0.03295898,0.2442748,1.687023,1.0,0,0
1.071777,-0.006103516,-0.04614258,0.2900764,1.793893,0.9770992,0,0
1.071777,-0.006103516,-0.03979492,0.351145,1.625954,1.152672,0,0
1.071777,0.001464844,-0.03613281,0.2366412,1.770992,1.129771,0,0
1.071533,-0.0324707,-0.08789063,0.1221374,1.755725,1.244275,0,10
1.071533,-0.01757813,-0.04223633,0.4122138,1.717557,1.076336,0,0
1.071533,-0.01147461,-0.03637695,0.2748091,1.763359,1.015267,0
1.071533,-0.01098633,-0.03540039,0.2137404,1.717557,1.030534,0,0
1.071533,-0.009277344,-0.03369141,0.3664122,1.496183,1.183206,0,0
1.071533,-0.008544922,-0.03955078,0.1679389,1.885496,0.9465649,0,0
1.071533,-0.008056641,-0.03662109,0.2900764,1.656489,0.9847328,0,0
1.071533,-0.0078125,-0.03686523,0.259542,1.709924,1.175573,0
1.071533,-0.007568359,-0.03466797,0.1755725,1.770992,1.038168,0,0
1.071533,-0.007080078,-0.04614258,0.2900764,1.70229,1.0,0,0
1.071533,-0.006591797,-0.04931641,0.1374046,1.78626,1.0,0,0
1.071533,-0.004638672,-0.04394531,0.4274809,1.687023,0.8854962,0,0
1.071533,-0.002929688,-0.04077148,0.3587786,1.778626,0.9923664,0,0
1.071533,0.002197266,-0.04394531,0.2366412,1.778626,1.015267,0,0
1.071533,-0.001953125,-0.04003906,0.1068702,1.755725,1.0,0,0
1.071533,-0.001464844,-0.04833984,0.2977099,1.709924,1.045802,0,0
1.071533,-0.0007324219,-0.04541016,0.3206107,1.725191,0.9847328,0,1
1.071289,-0.02685547,-0.08935547,0.259542,1.870229,1.045802,0,10
1.071289,-0.02441406,-0.05737305,0.08396947,1.633588,1.022901,0,0
1.071289,-0.01367188,-0.03735352,0.3053435,1.931298,0.9541985,0
1.071289,-0.01269531,-0.02880859,0.3282443,1.534351,0.8854962,0
1.071289,-0.01245117,-0.03857422,0.4961832,1.778626,1.061069,0,0
1.071289,-0.01025391,-0.03857422,0.4274809,1.824428,1.022901,0,0
1.071289,-0.009765625,-0.03564453,0.09160305,1.442748,1.21374,0,0
1.071289,-0.009765625,-0.03540039,0.3664122,1.732824,1.038168,0,0
1.071289,-0.009765625,-0.03076172,0.3053435,1.648855,1.0,0,1
1.071289,-0.005859375,-0.02661133,0.3816794,1.732824,1.045802,0,0
1.071289,-0.005126953,-0.0390625,0.259542,1.679389,0.9541985,0,0
1.071289,-0.004394531,-0.04663086,0.4122138,1.664122,1.091603,0
1.071289,-0.004394531,-0.04125977,0.1832061,1.656489,1.221374,0,0
1.071289,-0.00390625,-0.04199219,0.4351145,1.70229,1.030534,0,0
1.071289,-0.003173828,-0.03735352,0.2900764,1.679389,1.122137,0,0
1.071289,-0.002685547,-0.04321289,0.5954198,1.870229,0.9770992,0,0
1.071289,-0.002685547,-0.02661133,0.3435115,1.70229,1.007634,0,0
1.071289,-0.0004882813,-0.0456543,0.2824428,1.679389,1.076336,0,0
1.071045,-0.0300293,-0.07617188,0.3053435,1.21374,0.9236641,0,10
1.071045,-0.02880859,-0.06933594,0.4045802,2.335878,1.083969,0,10
1.071045,-0.02319336,-0.0390625,0.1984733,1.687023,1.068702,0,0
1.071045,-0.02172852,-0.08056641,0.1526718,1.496183,0.961832,0,10
1.071045,-0.02099609,-0.0378418,-5.755725,1.549618,0.6412213,0,0
1.071045,-0.01904297,-0.04223633,0.2671756,1.610687,1.068702,0,0
1.071045,-0.01196289,-0.03637695,0.1603053,1.763359,1.251908,0,0
1.071045,-0.01098633,-0.04443359,0.2977099,1.748092,1.076336,0,0
1.071045,-0.009521484,-0.04174805,0.2748091,1.793893,0.9923664,0,0
1.071045,-0.009277344,-0.04443359,0.2519084,1.694656,0.8549618,0
1.071045,-0.008789063,-0.04614258,0.2290076,1.725191,1.091603,0,0
1.071045,-0.008056641,-0.04736328,0.3206107,1.740458,1.068702,0,1
1.071045,-0.0078125,-0.0324707,0.2137404,1.755725,1.091603,0,0
1.071045,-0.006835938,-0.04296875,0.2824428,1.587786,1.320611,0,0
1.071045,-0.006347656,-0.03466797,0.3587786,1.641221,0.9923664,0,0
1.071045,-0.005859375,-0.03857422,0.351145,1.664122,1.21374,0,1
1.071045,-0.005615234,-0.0402832,0.3053435,1.770992,1.0,0,0
1.071045,-0.005126953,-0.04321289,0.3206107,1.770992,1.0,0
1.071045,-0.004394531,-0.03417969,0.3358779,1.725191,1.015267,0,0
1.071045,0.001708984,-0.03637695,0.2213741,1.633588,0.9007633,0,0
1.071045,0.0004882813,-0.04125977,0.2061069,1.679389,1.19084,0,0
1.070801,-0.3269043,-0.3056641,-16.00763,69.20611,-237.1985,0,10
1.070801,-0.01635742,-0.04394531,0.351145,1.709924,0.8854962,0,0
1.070801,-0.01513672,-0.03833008,0.1984733,1.633588,1.0,0,0
1.070801,-0.01464844,-0.03466797,0.2977099,1.717557,1.198473,0,1
1.070801,-0.01220703,-0.04125977,0.2061069,1.793893,1.045802,0,0
1.070801,-0.01098633,-0.04223633,0.2824428,1.778626,0.9541985,0,0
1.070801,-0.01098633,-0.04174805,0.2977099,1.709924,1.015267,0,0
1.070801,-0.01098633,-0.03930664,0.3282443,1.938931,0.9236641,0,0
1.070801,-0.01000977,-0.03393555,0.2519084,1.793893,1.19084,0,0
1.070801,-0.009765625,-0.04541016,0.3206107,1.648855,1.0,0
1.070801,-0.009765625,-0.03759766,0.2290076,1.564886,0.961832,0
1.070801,-0.009765625,-0.02392578,0.3816794,1.748092,0.9007633,0,0
1.070801,-0.009521484,-0.04003906,0.3969466,1.641221,1.053435,0,0
1.070801,-0.009277344,-0.03710938,0.3435115,1.656489,1.053435,0,0
1.070801,-0.008789063,-0.04101563,0.1832061,1.732824,0.8931297,0,0
1.070801,-0.008056641,-0.04296875,0.3358779,1.648855,0.9083969,0,0
1.070801,-0.0078125,-0.03955078,0.3816794,1.648855,1.167939,0,0
1.070801,-0.007568359,-0.04248047,0.1908397,1.51145,0.9541985,0
1.070801,-0.007568359,-0.02856445,0.2442748,1.641221,1.129771,0,0
1.070801,-0.007080078,-0.03735352,0.1984733,1.671756,1.061069,0,0
1.070801,-0.006591797,-0.02929688,0.3587786,1.694656,1.137405,0,0
1.070801,-0.006103516,-0.0390625,0.4427481,1.832061,1.083969,0,0
1.070801,-0.005859375,-0.04174805,0.1984733,1.694656,1.091603,0,0
1.070801,-0.004638672,-0.02929688,0.2213741,1.618321,1.206107,0,0
1.070801,-0.00390625,-0.04882813,0.1603053,1.610687,0.9007633,0,0
1.070801,-0.00390625,-0.03588867,0.3206107,1.435114,1.167939,0,0
1.070801,-0.002929688,-0.02905273,0.2671756,1.557252,0.9770992,0,0
1.070801,-0.002441406,-0.03930664,0.3053435,1.671756,0.9389313,0,0
1.070801,-0.002197266,-0.03442383,0.1374046,1.679389,1.045802,0,0
1.070801,-0.0009765625,-0.04907227,0.2137404,1.59542,1.099237,0,0
1.070557,-0.1245117,-0.3525391,-59.83206,4.625954,0.3740458,0,1
1.070557,-0.02905273,-0.08740234,0.4351145,1.0,0.7633588,0,10
1.070557,-0.01342773,-0.02954102,0.389313,1.70229,1.236641,0,0
1.070557,-0.01220703,-0.04833984,0.3358779,1.709924,1.137405,0,0
1.070557,-0.009765625,-0.03881836,0.3664122,1.641221,1.015267,0,1
1.070557,-0.009521484,-0.03710938,0.2366412,1.48855,1.129771,0,0
1.070557,-0.009277344,-0.03881836,0.2519084,1.709924,1.145038,0,0
1.070557,-0.009033203,-0.04541016,0.2442748,1.687023,0.9160305,0,0
1.070557,-0.009033203,-0.03515625,0.2290076,1.664122,1.083969,0,0
1.070557,-0.009033203,-0.03344727,0.3587786,1.679389,0.832061,0,1
1.070557,-0.008056641,-0.03955078,0.2519084,1.725191,1.206107,0,0
1.070557,-0.007568359,-0.04980469,0.3435115,1.755725,1.022901,0,0
1.070557,-0.007568359,-0.03393555,0.4122138,1.618321,0.9389313,0,0
1.070557,-0.007324219,-0.04907227,0.1374046,1.778626,1.0,0,0
1.070557,-0.007080078,-0.03710938,0.2519084,1.671756,1.259542,0,0
1.070557,-0.006835938,-0.03588867,0.259542,1.541985,1.038168,0,0
1.070557,-0.006103516,-0.04394531,0.2366412,1.748092,1.152672,0,0
1.070557,-0.006103516,-0.03320313,0.3206107,1.740458,1.015267,0
1.070557,-0.005859375,-0.04077148,0.3587786,1.80916,0.961832,0,1
1.070557,-0.004882813,-0.0402832,0.1679389,1.633588,1.038168,0
1.070557,-0.00390625,-0.03686523,0.4656488,1.778626,1.152672,0,0
1.070557,-0.002685547,-0.04077148,0.3740458,1.648855,1.015267,0,0
1.070557,-0.002197266,-0.04467773,0.2213741,1.70229,0.8854962,0,0
1.070557,-0.001464844,-0.04272461,0.2977099,1.755725,1.053435,0,0
1.070557,-0.0009765625,-0.04223633,0.1068702,1.587786,1.015267,0,0
1.070557,0.0004882813,-0.04736328,0.2519084,1.610687,1.053435,0,0
1.070557,0.0004882813,-0.04052734,0.2977099,1.603053,1.061069,0,0
1.070313,-0.02709961,-0.08691406,0.2290076,1.877863,1.198473,0,10
1.070313,-0.01831055,-0.7709961,-102.8931,33.00763,-38.1832,0,1
1.070313,-0.01123047,-0.04248047,0.2748091,1.679389,1.053435,0,0
1.070313,-0.01025391,-0.0402832,0.2290076,1.557252,1.045802,0,0
1.070313,-0.01000977,-0.03417969,0.1526718,1.824428,0.9770992,0,0
1.070313,-0.01000977,-0.02734375,0.4351145,1.625954,1.221374,0,0
1.070313,-0.01000977,-0.02392578,0.3129771,1.580153,1.007634,0,0
1.070313,-0.009765625,-0.04296875,0.2519084,1.618321,1.015267,0,0
1.070313,-0.009765625,-0.04272461,0.2748091,1.664122,1.076336,0
1.070313,-0.008056641,-0.04125977,0.3435115,1.610687,1.068702,0,0
1.070313,-0.008056641,-0.02172852,0.3206107,1.541985,1.290076,0,1
1.070313,-0.0078125,-0.0324707,0.7251908,1.534351,1.015267,0,0
1.070313,-0.007324219,-0.03515625,0.2900764,1.633588,1.251908,0,0
1.070313,-0.007080078,-0.05004883,0.2671756,1.725191,0.9236641,0,0
1.070313,-0.007080078,-0.02734375,0.3435115,1.954198,0.9236641,0,0
1.070313,-0.006835938,-0.03271484,0.2137404,1.801527,1.022901,0,0
1.070313,-0.005615234,-0.03833008,0.351145,1.885496,0.8854962,0,0
1.070313,-0.005371094,-0.03466797,0.3358779,1.610687,1.122137,0,0
1.070313,0.004150391,-0.01367188,0.2671756,1.625954,1.0,0,10
1.070313,-0.001220703,-0.02319336,0.5267176,1.709924,1.045802,0,1
1.070313,0.0002441406,-0.03466797,0.1145038,2.015267,0.9541985,0,0
1.070068,-0.2915039,1.511963,250.1298,250.1298,-155.4046,0,10
1.070068,-0.01342773,-0.04614258,0.3206107,1.648855,0.9694656,0
1.070068,-0.01342773,-0.03051758,0.2366412,1.51145,1.022901,0,0
1.070068,-0.01269531,-0.07299805,0.3740458,1.679389,0.740458,0,10
1.070068,-0.01171875,-0.03857422,0.3358779,1.603053,1.038168,0
1.070068,-0.01147461,-0.04785156,0.2900764,1.70229,1.045802,0,0
1.070068,-0.01147461,-0.04272461,0.2442748,1.832061,1.10687,0,0
1.070068,-0.01049805,-0.04101563,0.3282443,1.748092,1.061069,0,0
1.070068,-0.01025391,-0.03027344,0.3053435,1.51145,1.10687,0,0
1.070068,-0.01000977,-0.04199219,0.2290076,1.78626,1.099237,0,0
1.070068,-0.009033203,-0.04980469,0.2213741,1.59542,1.038168,0,0
1.070068,-0.008300781,-0.05029297,0.2824428,1.70229,0.9389313,0,0
1.070068,-0.0078125,-0.04858398,0.2519084,1.801527,1.221374,0,1
1.070068,-0.0078125,-0.04638672,0.3282443,1.732824,1.045802,0,0
1.070068,-0.0078125,-0.03588867,0.3206107,1.679389,0.9541985,0,0
1.070068,-0.007568359,-0.03881836,0.2671756,1.564886,0.9847328,0,0
1.070068,-0.007080078,-0.04638672,0.2748091,1.763359,0.9770992,0,0
1.070068,-0.006835938,-0.04541016,0.2519084,1.755725,1.10687,0,0
1.070068,-0.006591797,-0.0378418,0.2061069,1.877863,1.229008,0,0
1.070068,-0.006347656,-0.03808594,0.3129771,1.549618,1.21374,0,0
1.070068,-0.005859375,-0.04248047,0.2213741,1.618321,1.183206,0,0
1.070068,-0.005371094,-0.03320313,0.2290076,1.778626,1.053435,0,0
1.070068,-0.005126953,-0.03808594,0.3816794,1.587786,1.0,0,0
1.070068,-0.004882813,-0.03686523,0.2290076,1.816794,1.129771,0,0
1.070068,-0.004150391,-0.03271484,0.2519084,1.625954,1.152672,0,0
1.070068,-0.00390625,-0.03881836,0.259542,1.89313,0.9541985,0,0
1.070068,-0.003417969,-0.03833008,0.05343511,1.656489,1.053435,0,0
1.070068,0.002929688,-0.04638672,0.259542,1.70229,1.015267,0
1.070068,0.0002441406,-0.04833984,0.4122138,1.740458,1.053435,0,0
1.069824,0.1245117,-0.248291,1.358779,-64.70992,9.725191,0,10
1.069824,-0.01586914,-0.05200195,0.2442748,1.526718,1.183206,0,0
1.069824,-0.01147461,-0.03759766,0.2977099,1.641221,1.198473,0,0
1.069824,-0.01049805,-0.04296875,0.2442748,1.580153,1.038168,0
1.069824,-0.01049805,-0.04199219,0.1832061,1.442748,0.9694656,0,0
1.069824,-0.008789063,-0.04589844,0.2977099,1.656489,1.198473,0,0
1.069824,-0.008300781,-0.04467773,0.2290076,1.51145,1.083969,0
1.069824,-0.007080078,-0.05053711,0.3129771,1.824428,0.9770992,0,0
1.069824,-0.007080078,-0.04882813,0.1755725,1.656489,1.091603,0,0
1.069824,-0.005615234,-0.04956055,0.3282443,1.709924,0.9465649,0
1.069824,-0.005126953,-0.04907227,0.259542,1.694656,1.160305,0,0
1.069824,-0.004150391,-0.05078125,0.3435115,1.755725,1.160305,0,0
1.069824,-0.002929688,-0.03491211,0.3435115,1.839695,0.9160305,0,0
1.069824,-0.002441406,-0.02416992,0.2671756,1.80916,1.015267,0,1
1.069824,-0.002197266,-0.04150391,0.4122138,1.610687,1.175573,0,0
1.069824,-0.0009765625,-0.0324707,0.1374046,1.633588,1.007634,0,0
1.06958,0.1977539,-0.7553711,136.2672,-60.51908,30.42748,0,1
1.06958,0.1450195,0.2910156,-191.0687,3.89313,-7.396946,0,1
1.06958,-0.01391602,-0.03076172,0.4274809,1.748092,0.9312977,0,0
1.06958,-0.01220703,-0.03930664,0.3053435,1.656489,0.9541985,0,0
1.06958,-0.01123047,-0.03369141,0.3740458,1.664122,1.015267,0,0
1.06958,-0.01025391,-0.03735352,0.2519084,1.328244,1.038168,0,1
1.06958,-0.01000977,-0.03588867,0.2213741,1.832061,1.0,0,0
1.06958,-0.009521484,-0.03588867,0.2290076,1.648855,1.015267,0,0
1.06958,-0.009033203,-0.0559082,0.3282443,1.656489,1.10687,0,0
1.06958,-0.009033203,-0.04467773,0.2671756,1.763359,1.152672,0,0
1.06958,-0.009033203,-0.03735352,0.3206107,1.679389,1.244275,0,0
1.06958,-0.008789063,-0.04370117,0.3740458,1.687023,1.038168,0,0
1.06958,-0.008789063,-0.04077148,0.2137404,1.694656,1.0,0,0
1.06958,-0.008544922,-0.03979492,0.2671756,1.717557,1.091603,0,0
1.06958,-0.008056641,-0.03808594,0.3587786,1.610687,1.022901,0,0
1.06958,-0.0078125,-0.03442383,0.2977099,1.725191,1.175573,0,0
1.06958,-0.007080078,-0.03759766,0.2977099,1.740458,1.0,0,0
1.06958,-0.006103516,-0.0324707,0.2824428,1.732824,0.9923664,0,1
1.06958,-0.005615234,-0.04223633,0.3358779,1.709924,1.10687,0,0
1.06958,-0.005371094,-0.04956055,0.3053435,1.694656,1.167939,0,0
1.06958,-0.005371094,-0.04418945,0.4045802,1.862595,1.015267,0,0
1.06958,-0.005126953,-0.03979492,0.1221374,1.916031,0.9923664,0,0
1.06958,-0.004882813,-0.03881836,0.1832061,1.664122,1.229008,0,0
1.06958,-0.004638672,-0.0300293,0.2977099,1.641221,1.099237,0,0
1.06958,-0.004150391,-0.05175781,0.3969466,1.908397,1.007634,0,0
1.06958,-0.004150391,-0.03344727,0.3740458,1.625954,1.068702,0,0
1.069336,-0.02026367,-0.04833984,0.4580153,1.664122,1.061069,0,0
1.069336,-0.01245117,-0.04150391,0.3358779,1.580153,1.0,0,0
1.069336,-0.01098633,-0.0480957,0.09923664,1.625954,0.9541985,0,0
1.069336,-0.01098633,-0.03027344,0.3053435,1.709924,0.832061,0,0
1.069336,-0.009765625,-0.03198242,0.2900764,1.59542,1.137405,0,1
1.069336,-0.008300781,-0.04418945,0.259542,1.793893,1.0,0,0
1.069336,-0.008056641,-0.05004883,0.2671756,1.725191,1.030534,0,0
1.069336,-0.007080078,-0.03076172,0.3053435,1.679389,1.015267,0,0
1.069336,-0.005371094,-0.02636719,0.2671756,1.572519,1.145038,0,0
1.069336,-0.005126953,-0.03125,0.3282443,1.648855,1.022901,0,0
1.069336,-0.004150391,-0.03051758,0.351145,1.709924,1.0,0,0
1.069336,-0.003417969,-0.04833984,0.2824428,1.870229,1.129771,0,0
1.069336,-0.003417969,-0.04394531,0.3969466,1.725191,1.206107,0,0
1.069336,-0.003417969,-0.04199219,0.259542,1.687023,1.10687,0,0
1.069336,-0.002685547,-0.03881836,0.1221374,1.755725,0.961832,0,0
1.069336,-0.001953125,-0.05615234,0.2442748,1.732824,1.21374,0,0
1.069336,0.0004882813,-0.04296875,0.2977099,1.671756,1.099237,0,0
1.069336,-0.0004882813,-0.03491211,0.2900764,1.648855,0.8549618,0,0
1.069092,-0.01953125,-0.0625,0.3358779,1.671756,1.061069,0,0
1.069092,-0.0168457,-0.03149414,0.2748091,1.725191,1.091603,0,0
1.069092,-0.01464844,-0.03735352,0.2137404,1.656489,1.129771,0,0
1.069092,-0.01293945,-0.04223633,0.3053435,1.572519,1.068702,0,0
1.069092,-0.01098633,-0.06982422,0.480916,1.931298,1.053435,0,0
1.069092,-0.01025391,-0.0534668,0.2824428,1.618321,0.9389313,0,0
1.069092,-0.009521484,-0.03588867,0.3358779,1.664122,0.9236641,0,0
1.069092,-0.008544922,-0.03491211,0.259542,1.832061,1.022901,0,0
1.069092,-0.008056641,-0.02905273,0.1603053,1.763359,1.160305,0,0
1.069092,-0.007080078,-0.04101563,0.2671756,1.671756,1.061069,0,0
1.069092,-0.007080078,-0.04077148,0.259542,1.832061,0.9923664,0,0
1.069092,0.006103516,-0.03393555,0.259542,1.473282,1.167939,0,0
1.069092,-0.005371094,-0.03540039,0.2671756,1.725191,1.015267,0,0
1.069092,-0.004150391,-0.03759766,0.3435115,1.717557,0.9007633,0,0
1.069092,-0.004150391,-0.03613281,0.2213741,1.641221,1.114504,0,1
1.069092,-0.002441406,-0.03149414,0.2977099,1.664122,1.045802,0,0
1.069092,-0.0007324219,-0.03466797,0.1679389,1.656489,1.083969,0,1
1.069092,0.0007324219,-0.02124023,0.3740458,1.534351,0.9083969,0,1
1.069092,-0.0004882813,-0.03735352,0.2671756,1.885496,0.9694656,0,0
1.068848,-0.02636719,-0.08691406,0.4122138,1.977099,1.19084,0,10
1.068848,-0.02416992,-0.08349609,0.3740458,1.862595,1.274809,0,10
1.068848,-0.01660156,-0.08666992,0.0610687,1.839695,1.129771,0,10
1.068848,-0.01391602,-0.03344727,0.3435115,1.648855,0.9847328,0,0
1.068848,-0.01391602,-0.03149414,0.1984733,1.70229,1.061069,0,0
1.068848,-0.01342773,-0.04077148,0.3358779,1.717557,0.8167939,0,0
1.068848,-0.01171875,-0.04125977,0.2442748,1.740458,1.145038,0,0
1.068848,-0.009521484,-0.04003906,0.389313,1.740458,1.160305,0,0
1.068848,-0.009277344,-0.04272461,0.3053435,1.648855,0.9160305,0,0
1.068848,-0.008544922,-0.03735352,0.3816794,1.778626,0.9770992,0,0
1.068848,-0.006347656,-0.03320313,0.3282443,1.671756,0.8778625,0,0
1.068848,-0.005859375,-0.03125,0.3740458,1.694656,1.022901,0,0
1.068848,-0.005126953,-0.04907227,0.3587786,1.740458,1.267176,0,0
1.068848,-0.002929688,-0.03710938,0.5648855,1.725191,1.236641,0,1
1.068848,-0.002197266,-0.04541016,0.2519084,1.70229,0.9694656,0
1.068848,-0.001464844,-0.04052734,0.3358779,1.755725,1.122137,0,0
1.068604,-0.03344727,-0.07177734,0.259542,1.778626,1.114504,0,1
1.068604,-0.02050781,-0.08374023,0.2213741,2.358779,1.412214,0,10
1.068604,-0.01586914,-0.04296875,0.3129771,1.755725,1.419847,0,0
1.068604,-0.01489258,-0.06640625,0.259542,1.70229,1.053435,0,0
1.068604,-0.01074219,-0.04077148,0.3358779,1.854962,1.068702,0,0
1.068604,-0.01000977,-0.03930664,0.3587786,1.572519,0.9083969,0,1
1.068604,-0.009765625,-0.04199219,0.2671756,1.549618,1.129771,0,0
1.068604,-0.008300781,-0.02075195,0.2824428,1.801527,0.9465649,0,0
1.068604,-0.0078125,-0.04272461,0.2213741,1.725191,1.007634,0,0
1.068604,-0.006347656,-0.03100586,-0.04580153,1.748092,0.961832,0,0
1.068604,-0.005615234,-0.0378418,0.3435115,1.580153,1.007634,0,0
1.068604,-0.005371094,-0.04541016,0.3282443,1.641221,1.091603,0
1.068604,-0.004638672,-0.04516602,0.2977099,1.633588,0.8549618,0,0
1.068604,-0.003662109,-0.03125,0.2366412,1.748092,1.045802,0,1
1.068604,-0.002685547,-0.03442383,0.2213741,1.709924,0.9465649,0,0
1.068359,-0.02636719,-0.07836914,0.1526718,1.564886,1.343511,0,10
1.068359,-0.0144043,-0.03466797,0.3129771,1.687023,0.9923664,0,0
1.068359,-0.01318359,-0.04272461,0.351145,1.641221,1.053435,0
1.068359,-0.01196289,-0.03637695,0.2671756,1.541985,0.9694656,0,0
1.068359,-0.01171875,-0.04125977,0.2671756,1.694656,0.8625955,0,0
1.068359,-0.01074219,-0.02929688,0.1068702,1.832061,0.9847328,0,1
1.068359,-0.01049805,-0.03369141,0.2519084,1.709924,1.053435,0
1.068359,-0.01025391,-0.03759766,0.1755725,1.687023,0.9236641,0
1.068359,-0.009033203,-0.03833008,0.3282443,1.885496,1.10687,0,0
1.068359,-0.008544922,-0.04125977,0.3587786,1.610687,1.068702,0,0
1.068359,-0.008300781,-0.03881836,0.2977099,1.816794,1.007634,0,0
1.068359,-0.007080078,-0.04418945,0.259542,1.748092,1.083969,0,0
1.068359,-0.006835938,-0.04077148,0.3129771,1.778626,0.778626,0
1.068359,-0.005371094,-0.04516602,0.2137404,1.709924,0.9312977,0,1
1.068359,-0.005126953,-0.04663086,0.129771,1.816794,1.099237,0,0
1.068359,-0.004638672,-0.04174805,0.08396947,1.580153,0.9847328,0,0
1.068359,-0.004394531,-0.0534668,0.4274809,1.580153,1.076336,0,0
1.068359,-0.00390625,-0.02929688,0.3587786,1.534351,0.9389313,0,1
1.068359,-0.003417969,-0.04174805,0.3664122,1.59542,0.9236641,0,0
1.068359,-0.002685547,-0.03442383,0.4198473,1.694656,1.083969,0,1
1.068359,-0.001953125,-0.04492188,0.4503817,1.732824,1.068702,0,0
1.068359,-0.001953125,-0.03051758,0.1908397,1.664122,1.091603,0,0
1.068359,-0.0007324219,-0.05102539,0.3435115,1.656489,0.9770992,0,0
1.068115,-0.01464844,-0.03051758,0.2061069,1.717557,0.9847328,0,0
1.068115,-0.01464844,-0.01855469,0.129771,1.603053,1.10687,0,0
1.068115,-0.01171875,-0.05444336,0.2900764,1.793893,1.061069,0,0
1.068115,-0.01098633,-0.0534668,0.3664122,1.89313,1.015267,0
1.068115,-0.01000977,-0.04638672,0.2824428,1.748092,1.045802,0,0
1.068115,-0.009765625,-0.04077148,0.1908397,1.633588,1.015267,0,0
1.068115,-0.0078125,-0.0378418,0.3282443,1.694656,1.038168,0,0
1.068115,-0.006591797,-0.02636719,0.2977099,1.709924,1.129771,0,0
1.068115,-0.005615234,-0.03369141,0.259542,1.664122,0.9694656,0,0
1.068115,-0.005126953,-0.03759766,0.4351145,1.763359,0.9465649,0,1
1.068115,-0.004638672,-0.03759766,0.3282443,1.610687,1.10687,0,0
1.068115,-0.003662109,-0.03100586,0.3358779,1.740458,1.099237,0,0
1.068115,-0.002441406,-0.04052734,0.2290076,1.717557,1.099237,0,0
1.068115,-0.002197266,-0.04296875,0.2213741,1.732824,0.9541985,0,0
1.068115,-0.001220703,-0.03588867,0.3816794,1.664122,1.076336,0,0
1.068115,0.0002441406,-0.03808594,0.1984733,1.793893,1.183206,0,0
1.067871,-0.02783203,-0.08520508,0.1603053,1.572519,0.870229,0,10
1.067871,-0.0144043,-0.02392578,0.3053435,1.778626,0.9007633,0,0
1.067871,-0.01245117,-0.03881836,0.2748091,1.526718,1.091603,0
1.067871,-0.01000977,-0.04321289,0.2061069,1.763359,1.251908,0
1.067871,-0.009277344,-0.03491211,0.2366412,1.603053,1.015267,0,1
1.067871,-0.005859375,-0.03320313,0.3358779,1.587786,0.961832,0,0
1.067871,-0.003662109,-0.04296875,0.2900764,1.618321,1.145038,0,0
1.067871,0.0009765625,-0.03979492,0.2290076,1.679389,1.068702,0,0
1.067871,0.0007324219,-0.04394531,0.2061069,1.625954,1.030534,0,0
1.067627,-0.01928711,-0.02832031,0.351145,1.900763,0.870229,0,0
1.067627,-0.01123047,-0.0390625,0.1679389,1.671756,0.9236641,0,0
1.067627,-0.01098633,-0.0378418,0.2748091,1.671756,0.9312977,0,0
1.067627,-0.01000977,-0.04125977,0.2748091,1.564886,1.152672,0,0
1.067627,-0.009033203,-0.04052734,0.09160305,1.648855,0.7862596,0,1
1.067627,-0.008544922,-0.03442383,0.4122138,1.610687,0.9847328,0,1
1.067627,-0.0078125,-0.03833008,0.2519084,1.78626,1.091603,0,0
1.067627,-0.007568359,-0.03857422,0.2824428,1.755725,0.8778625,0,0
1.067627,-0.005615234,-0.03955078,0.351145,1.854962,1.022901,0
1.067627,-0.005126953,-0.04150391,0.1679389,1.763359,1.10687,0,0
1.067627,0.0,-0.02319336,0.4122138,1.51145,1.145038,0,0
1.067383,-0.02978516,-0.08813477,0.1984733,1.160305,1.022901,0,10
1.067383,-0.01171875,-0.02758789,0.389313,2.091603,1.122137,0,0
